,Training,Noise,Training Error,Testing Error,Time Count,Number of SV,Features
0,70,0,0.0,0.0,0.0004509999999999792,4,32
0,60,0,0.0,0.0,0.0005090000000009809,4,32
0,50,0,0.0,0.0,0.00044800000000044804,3,32
0,80,0,0.0,0.0,0.0004939999999997724,4,32
0,70,0,0.0,0.0,0.0004609999999996006,4,32
0,60,0,0.0,0.0,0.0005830000000006663,4,32
0,50,0,0.0,0.0,0.0004919999999994928,4,32
0,80,0,0.0,0.0,0.0005009999999998627,2,32
0,70,0,0.0,0.0,0.0004559999999997899,2,32
0,60,0,0.0,0.0,0.0004500000000007276,2,32
0,50,0,0.0,0.0,0.0005169999999985464,2,32
0,80,0,0.0,0.0,0.00048600000000043053,3,32
0,70,0,0.0,0.0,0.0004239999999988697,3,32
0,60,0,0.0,0.0,0.00035000000000096065,3,32
0,50,0,0.0,0.0,0.0004249999999998977,3,32
0,80,0,0.0,0.0,0.0004819999999998714,3,32
0,70,0,0.0,0.0,0.0004170000000005558,3,32
0,60,0,0.0,0.0,0.0003869999999999152,3,32
0,50,0,0.0,0.0,0.000354999999998995,3,32
0,80,0,0.0,0.0,0.0004889999999999617,3,32
0,70,0,0.0,0.0,0.00035199999999946385,3,32
0,60,0,0.0,0.0,0.0003810000000008529,3,32
0,50,0,0.0,0.0,0.0004229999999996181,3,32
0,80,0,0.0,0.0,0.0005450000000006838,2,32
0,70,0,0.0,0.0,0.0004559999999997899,2,32
0,60,0,0.0,0.0,0.00041099999999971715,2,32
0,50,0,0.0,0.0,0.00038300000000113243,2,32
0,80,0,0.0,0.0,0.0004849999999994026,2,32
0,70,0,0.0,0.0,0.0003820000000001045,2,32
0,60,0,0.0,0.0,0.00043500000000129546,2,32
0,50,0,0.0,0.0,0.0004910000000002412,2,32
0,80,0,0.0,0.0,0.0004670000000004393,4,32
0,70,0,0.0,0.0,0.0004460000000001685,3,32
0,60,0,0.0,0.0,0.0005720000000000169,4,32
0,50,0,0.0,0.0,0.0003750000000000142,4,32
0,80,0,0.0,0.0,0.0004619999999988522,3,32
0,70,0,0.0,0.0,0.00046500000000015973,3,32
0,60,0,0.0,0.0,0.0005369999999995656,4,32
0,50,0,0.0,0.0,0.00043299999999923955,3,32
0,80,0,0.0,0.0,0.000484000000000151,3,32
0,70,0,0.0,0.0,0.0004460000000001685,3,32
0,60,0,0.0,0.0,0.00047999999999959186,3,32
0,50,0,0.0,0.0,0.00045300000000025875,3,32
0,80,0,0.0,0.0,0.0005679999999994578,2,32
0,70,0,0.0,0.0,0.0006870000000009924,2,32
0,60,0,0.0,0.0,0.0006489999999992335,3,32
0,50,0,0.0,0.0,0.0006269999999997111,3,32
0,80,0,0.0,0.0,0.0007439999999991898,2,32
0,70,0,0.0,0.0,0.0006550000000000722,2,32
0,60,0,0.0,0.0,0.0013600000000000279,2,32
0,50,0,0.0,0.0,0.0006569999999985754,2,32
0,80,0,0.0,0.0,0.0007419999999989102,2,32
0,70,0,0.0,0.0,0.0007830000000002002,2,32
0,60,0,0.0,0.0,0.0007120000000000459,2,32
0,50,0,0.0,0.0,0.0007169999999998566,2,32
0,80,0,0.0,0.0,0.0004970000000010799,3,32
0,70,0,0.0,0.0,0.0004970000000010799,3,32
0,60,0,0.0,0.0,0.000512000000000512,3,32
0,50,0,0.0,0.0,0.0005790000000001072,3,32
0,80,0,0.0,0.0,0.0005999999999986017,2,32
0,70,0,0.0,0.0,0.0005330000000007828,2,32
0,60,0,0.0,0.0,0.0005419999999993763,3,32
0,50,0,0.0,0.0,0.000534999999999286,2,32
0,80,0,0.0,0.0,0.0005920000000010361,4,32
0,70,0,0.0,0.0,0.0004919999999994928,3,32
0,60,0,0.0,0.0,0.0005459999999999354,3,32
0,50,0,0.0,0.0,0.00044200000000138573,3,32
0,80,0,0.0,0.0,0.0005089999999992045,4,32
0,70,0,0.0,0.0,0.0006149999999998101,4,32
0,60,0,0.0,0.0,0.0005819999999996384,4,32
0,50,0,0.0,0.0,0.0004290000000004568,4,32
0,80,0,0.0,0.0,0.0005179999999995744,3,32
0,70,0,0.0,0.0,0.00048699999999968213,3,32
0,60,0,0.0,0.0,0.00047099999999922204,3,32
0,50,0,0.0,0.0,0.00045899999999932106,3,32
0,80,0,0.0,0.0,0.0004919999999994928,3,32
0,70,0,0.0,0.0,0.000560000000000116,3,32
0,60,0,0.0,0.0,0.00044200000000138573,3,32
0,50,0,0.0,0.0,0.0004989999999995831,3,32
0,80,0,0.0,0.0,0.0005389999999998452,3,32
0,70,0,0.0,0.0,0.0004639999999991318,3,32
0,60,0,0.0,0.0,0.0004880000000007101,3,32
0,50,0,0.0,0.0,0.0005279999999991958,5,32
0,80,0,0.0,0.0,0.0004729999999995016,3,32
0,70,0,0.0,0.0,0.0008949999999998681,4,32
0,60,0,0.0,0.0,0.00045600000000156626,2,32
0,50,0,0.0,0.0,0.00044499999999914053,2,32
0,80,0,0.0,0.0,0.0005570000000005848,2,32
0,70,0,0.0,0.0,0.0004569999999990415,2,32
0,60,0,0.0,0.0,0.00045700000000081786,2,32
0,50,0,0.0,0.0,0.0008379999999998944,2,32
0,80,0,0.0,0.0,0.000710999999999018,3,32
0,70,0,0.0,0.0,0.0004889999999999617,3,32
0,60,0,0.0,0.0,0.0006959999999995858,3,32
0,50,0,0.0,0.0,0.0004220000000003665,2,32
0,80,0,0.0,0.0,0.0008179999999988752,2,32
0,70,0,0.0,0.0,0.00044899999999969964,2,32
0,60,0,0.0,0.0,0.0005410000000001247,2,32
0,50,0,0.0,0.0,0.0004390000000000782,3,32
0,80,0,0.0,0.0,0.0006489999999992335,2,32
0,70,0,0.0,0.0,0.00047200000000025,2,32
0,60,0,0.0,0.0,0.0005699999999997374,2,32
0,50,0,0.0,0.0,0.0004460000000001685,2,32
0,80,0,0.0,0.0,0.0005889999999997286,3,64
0,70,0,0.0,0.0,0.0004980000000003315,3,64
0,60,0,0.0,0.0,0.0005170000000003228,2,64
0,50,0,0.0,0.0,0.0005539999999992773,2,64
0,80,0,0.0,0.0,0.0006009999999996296,3,64
0,70,0,0.0,0.0,0.0007549999999998391,3,64
0,60,0,0.0,0.0,0.0004969999999993036,3,64
0,50,0,0.0,0.0,0.0004670000000004393,3,64
0,80,0,0.0,0.0,0.0005249999999996646,3,64
0,70,0,0.0,0.0,0.0005380000000005936,3,64
0,60,0,0.0,0.0,0.0004469999999994201,3,64
0,50,0,0.0,0.0,0.00041699999999877946,3,64
0,80,0,0.0,0.0,0.0005259999999989162,2,64
0,70,0,0.0,0.0,0.000437000000001575,2,64
0,60,0,0.0,0.0,0.00043199999999998795,2,64
0,50,0,0.0,0.0,0.00043199999999998795,2,64
0,80,0,0.0,0.0,0.000588000000000477,3,64
0,70,0,0.0,0.0,0.0005079999999999529,4,64
0,60,0,0.0,0.0,0.0007490000000007768,3,64
0,50,0,0.0,0.0,0.00038900000000019475,2,64
0,80,0,0.0,0.0,0.0010300000000000864,2,64
0,70,0,0.0,0.0,0.00044999999999895124,2,64
0,60,0,0.0,0.0,0.00043500000000129546,2,64
0,50,0,0.0,0.0,0.00043099999999896,2,64
0,80,0,0.0,0.0,0.00046400000000090813,3,64
0,70,0,0.0,0.0,0.0004460000000001685,3,64
0,60,0,0.0,0.0,0.0005129999999997636,3,64
0,50,0,0.0,0.0,0.0005640000000006751,3,64
0,80,0,0.0,0.0,0.0005309999999987269,3,64
0,70,0,0.0,0.0,0.0004929999999987444,3,64
0,60,0,0.0,0.0,0.000484000000000151,3,64
0,50,0,0.0,0.0,0.0004500000000007276,2,64
0,80,0,0.0,0.0,0.000524000000000413,4,64
0,70,0,0.0,0.0,0.0006669999999999732,4,64
0,60,0,0.0,0.0,0.001122999999999763,4,64
0,50,0,0.0,0.0,0.00040500000000065484,4,64
0,80,0,0.0,0.0,0.0005150000000000432,2,64
0,70,0,0.0,0.0,0.00042799999999942884,2,64
0,60,0,0.0,0.0,0.0005260000000006926,2,64
0,50,0,0.0,0.0,0.0004500000000007276,3,64
0,80,0,0.0,0.0,0.0005309999999987269,4,64
0,70,0,0.0,0.0,0.00045399999999951035,4,64
0,60,0,0.0,0.0,0.0004259999999991493,4,64
0,50,0,0.0,0.0,0.0004569999999990415,3,64
0,80,0,0.0,0.0,0.00047499999999978115,2,64
0,70,0,0.0,0.0,0.0005330000000007828,3,64
0,60,0,0.0,0.0,0.0004340000000002675,3,64
0,50,0,0.0,0.0,0.00043699999999979866,2,64
0,80,0,0.0,0.0,0.0006439999999994228,2,64
0,70,0,0.0,0.0,0.00044199999999960937,2,64
0,60,0,0.0,0.0,0.0004989999999995831,2,64
0,50,0,0.0,0.0,0.000634999999999053,2,64
0,80,0,0.0,0.0,0.00047900000000034026,3,64
0,70,0,0.0,0.0,0.0005870000000012254,3,64
0,60,0,0.0,0.0,0.0004010000000000957,3,64
0,50,0,0.0,0.0,0.0004220000000003665,2,64
0,80,0,0.0,0.0,0.00044700000000119644,2,64
0,70,0,0.0,0.0,0.0005160000000010712,3,64
0,60,0,0.0,0.0,0.0006270000000014875,3,64
0,50,0,0.0,0.0,0.0005400000000008731,3,64
0,80,0,0.0,0.0,0.0005590000000008644,2,64
0,70,0,0.0,0.0,0.00045700000000081786,2,64
0,60,0,0.0,0.0,0.00043199999999998795,2,64
0,50,0,0.0,0.0,0.0003950000000010334,2,64
0,80,0,0.0,0.0,0.0004590000000010974,3,64
0,70,0,0.0,0.0,0.0004939999999997724,3,64
0,60,0,0.0,0.0,0.00044399999999988893,2,64
0,50,0,0.0,0.0,0.0004170000000005558,3,64
0,80,0,0.0,0.0,0.00047200000000025,2,64
0,70,0,0.0,0.0,0.0004249999999998977,2,64
0,60,0,0.0,0.0,0.0004989999999995831,2,64
0,50,0,0.0,0.0,0.0005609999999993676,2,64
0,80,0,0.0,0.0,0.0004590000000010974,3,64
0,70,0,0.0,0.0,0.0004910000000002412,3,64
0,60,0,0.0,0.0,0.0007079999999994868,3,64
0,50,0,0.0,0.0,0.00045700000000081786,4,64
0,80,0,0.0,0.0,0.0004810000000006198,2,64
0,70,0,0.0,0.0,0.0005289999999984474,2,64
0,60,0,0.0,0.0,0.0004559999999997899,2,64
0,50,0,0.0,0.0,0.00047599999999903275,2,64
0,80,0,0.0,0.0,0.0004380000000008266,2,64
0,70,0,0.0,0.0,0.00042799999999942884,2,64
0,60,0,0.0,0.0,0.00043600000000054706,2,64
0,50,0,0.0,0.0,0.00047599999999903275,2,64
0,80,0,0.0,0.0,0.00047400000000052955,4,64
0,70,0,0.0,0.0,0.0004729999999995016,4,64
0,60,0,0.0,0.0,0.0004629999999998802,3,64
0,50,0,0.0,0.0,0.00045999999999857266,3,64
0,80,0,0.0,0.0,0.00047699999999828435,2,64
0,70,0,0.0,0.0,0.00047999999999959186,2,64
0,60,0,0.0,0.0,0.00044300000000063733,2,64
0,50,0,0.0,0.0,0.00041599999999952786,3,64
0,80,0,0.0,0.0,0.00047099999999922204,3,64
0,70,0,0.0,0.0,0.0004540000000012867,3,64
0,60,0,0.0,0.0,0.0004509999999999792,3,64
0,50,0,0.0,0.0,0.0004340000000002675,3,64
0,80,0,0.0,0.0,0.00046999999999997044,3,64
0,70,0,0.0,0.0,0.00042600000000092564,3,64
0,60,0,0.0,0.0,0.0005290000000002237,3,64
0,50,0,0.0,0.0,0.0004259999999991493,3,64
0,80,0,0.0,0.0,0.0004899999999992133,3,64
0,70,0,0.0,0.0,0.00047499999999978115,3,64
0,60,0,0.0,0.0,0.00041099999999971715,3,64
0,50,0,0.0,0.0,0.0004459999999983921,3,64
0,80,0,0.0,0.0,0.0004760000000008091,3,64
0,70,0,0.0,0.0,0.0005450000000006838,3,64
0,60,0,0.0,0.0,0.0004259999999991493,3,64
0,50,0,0.0,0.0,0.00042700000000017724,3,64
0,80,0,0.0,0.0,0.00047999999999959186,3,64
0,70,0,0.0,0.0,0.0004629999999998802,3,64
0,60,0,0.0,0.0,0.0004590000000010974,3,64
0,50,0,0.0,0.0,0.000449000000001476,3,64
0,80,0,0.0,0.0,0.0004900000000009896,3,64
0,70,0,0.0,0.0,0.00046500000000015973,2,64
0,60,0,0.0,0.0,0.00047099999999922204,2,64
0,50,0,0.0,0.0,0.00045300000000025875,4,64
0,80,0,0.0,0.0,0.00045200000000100715,3,64
0,70,0,0.0,0.0,0.0004509999999999792,3,64
0,60,0,0.0,0.0,0.00044499999999914053,3,64
0,50,0,0.0,0.0,0.00041099999999971715,2,64
0,80,0,0.0,0.0,0.0006330000000005498,4,128
0,70,0,0.0,0.0,0.0005140000000007916,3,128
0,60,0,0.0,0.0,0.00047199999999847364,3,128
0,50,0,0.0,0.0,0.0004559999999997899,3,128
0,80,0,0.0,0.0,0.0004939999999997724,3,128
0,70,0,0.0,0.0,0.0004679999999996909,3,128
0,60,0,0.0,0.0,0.000518999999998826,4,128
0,50,0,0.0,0.0,0.0004469999999994201,4,128
0,80,0,0.0,0.0,0.0006419999999991433,4,128
0,70,0,0.0,0.0,0.00048500000000117893,4,128
0,60,0,0.0,0.0,0.0004509999999999792,4,128
0,50,0,0.0,0.0,0.0004460000000001685,5,128
0,80,0,0.0,0.0,0.0005470000000009634,3,128
0,70,0,0.0,0.0,0.000494999999999024,3,128
0,60,0,0.0,0.0,0.0004710000000009984,3,128
0,50,0,0.0,0.0,0.00045399999999951035,2,128
0,80,0,0.0,0.0,0.0006079999999997199,4,128
0,70,0,0.0,0.0,0.00046999999999997044,3,128
0,60,0,0.0,0.0,0.0004509999999999792,3,128
0,50,0,0.0,0.0,0.00045300000000025875,4,128
0,80,0,0.0,0.0,0.0006099999999999994,3,128
0,70,0,0.0,0.0,0.0004729999999995016,3,128
0,60,0,0.0,0.0,0.0004980000000003315,3,128
0,50,0,0.0,0.0,0.0004349999999995191,2,128
0,80,0,0.0,0.0,0.0005629999999996471,3,128
0,70,0,0.0,0.0,0.0004629999999998802,3,128
0,60,0,0.0,0.0,0.0004509999999999792,3,128
0,50,0,0.0,0.0,0.0004980000000003315,2,128
0,80,0,0.0,0.0,0.0007440000000009661,4,128
0,70,0,0.0,0.0,0.0004779999999993123,4,128
0,60,0,0.0,0.0,0.0004579999999982931,4,128
0,50,0,0.0,0.0,0.00045899999999932106,4,128
0,80,0,0.0,0.0,0.0006269999999997111,3,128
0,70,0,0.0,0.0,0.0004609999999996006,3,128
0,60,0,0.0,0.0,0.0005220000000001335,3,128
0,50,0,0.0,0.0,0.0004390000000000782,2,128
0,80,0,0.0,0.0,0.0011499999999990962,4,128
0,70,0,0.0,0.0,0.0004639999999991318,4,128
0,60,0,0.0,0.0,0.0004629999999998802,3,128
0,50,0,0.0,0.0,0.00044700000000119644,3,128
0,80,0,0.0,0.0,0.001224000000000558,4,128
0,70,0,0.0,0.0,0.00048699999999968213,4,128
0,60,0,0.0,0.0,0.00044800000000044804,4,128
0,50,0,0.0,0.0,0.0004559999999997899,3,128
0,80,0,0.0,0.0,0.00047999999999959186,2,128
0,70,0,0.0,0.0,0.0004710000000009984,2,128
0,60,0,0.0,0.0,0.0004540000000012867,2,128
0,50,0,0.0,0.0,0.0004989999999995831,2,128
0,80,0,0.0,0.0,0.0004910000000002412,3,128
0,70,0,0.0,0.0,0.0004660000000011877,3,128
0,60,0,0.0,0.0,0.00046999999999997044,3,128
0,50,0,0.0,0.0,0.0004450000000009169,3,128
0,80,0,0.0,0.0,0.0005439999999996559,3,128
0,70,0,0.0,0.0,0.0004689999999989425,4,128
0,60,0,0.0,0.0,0.00045200000000100715,4,128
0,50,0,0.0,0.0,0.00044199999999960937,3,128
0,80,0,0.0,0.0,0.0004980000000003315,4,128
0,70,0,0.0,0.0,0.0005000000000006111,6,128
0,60,0,0.0,0.0,0.0005899999999989802,3,128
0,50,0,0.0,0.0,0.0005579999999998364,3,128
0,80,0,0.0,0.0,0.0005640000000006751,5,128
0,70,0,0.0,0.0,0.000496000000000052,5,128
0,60,0,0.0,0.0,0.0005340000000000344,5,128
0,50,0,0.0,0.0,0.0005059999999996734,4,128
0,80,0,0.0,0.0,0.0004810000000006198,3,128
0,70,0,0.0,0.0,0.0004819999999998714,4,128
0,60,0,0.0,0.0,0.0005439999999996559,3,128
0,50,0,0.0,0.0,0.0005400000000008731,3,128
0,80,0,0.0,0.0,0.0004939999999997724,2,128
0,70,0,0.0,0.0,0.0005860000000019738,2,128
0,60,0,0.0,0.0,0.0005229999999976087,2,128
0,50,0,0.0,0.0,0.0004460000000001685,3,128
0,80,0,0.0,0.0,0.0005759999999987997,5,128
0,70,0,0.0,0.0,0.0004920000000012692,4,128
0,60,0,0.0,0.0,0.0005440000000014322,5,128
0,50,0,0.0,0.0,0.00046799999999791453,5,128
0,80,0,0.0,0.0,0.000484000000000151,2,128
0,70,0,0.0,0.0,0.0005300000000012517,2,128
0,60,0,0.0,0.0,0.0005000000000023874,2,128
0,50,0,0.0,0.0,0.0004460000000001685,2,128
0,80,0,0.0,0.0,0.0007750000000008583,3,128
0,70,0,0.0,0.0,0.000484000000000151,3,128
0,60,0,0.0,0.0,0.000460000000000349,3,128
0,50,0,0.0,0.0,0.0005430000000004043,3,128
0,80,0,0.0,0.0,0.0005689999999987094,3,128
0,70,0,0.0,0.0,0.000512000000000512,3,128
0,60,0,0.0,0.0,0.0004580000000018458,3,128
0,50,0,0.0,0.0,0.000460000000000349,3,128
0,80,0,0.0,0.0,0.0005190000000006023,3,128
0,70,0,0.0,0.0,0.0004729999999995016,3,128
0,60,0,0.0,0.0,0.0004649999999983834,3,128
0,50,0,0.0,0.0,0.0005239999999986367,3,128
0,80,0,0.0,0.0,0.0005770000000033804,3,128
0,70,0,0.0,0.0,0.0005060000000014497,3,128
0,60,0,0.0,0.0,0.00045699999999726515,2,128
0,50,0,0.0,0.0,0.0004519999999992308,2,128
0,80,0,0.0,0.0,0.0006130000000013069,3,128
0,70,0,0.0,0.0,0.0005400000000008731,2,128
0,60,0,0.0,0.0,0.0004999999999988347,2,128
0,50,0,0.0,0.0,0.0004789999999985639,2,128
0,80,0,0.0,0.0,0.0005220000000001335,5,128
0,70,0,0.0,0.0,0.000566000000002731,5,128
0,60,0,0.0,0.0,0.0005099999999984561,4,128
0,50,0,0.0,0.0,0.0005179999999995744,3,128
0,80,0,0.0,0.0,0.0005400000000008731,2,128
0,70,0,0.0,0.0,0.0004990000000013595,2,128
0,60,0,0.0,0.0,0.0005190000000006023,2,128
0,50,0,0.0,0.0,0.000536000000000314,2,128
0,80,0,0.0,0.0,0.0005799999999993588,3,128
0,70,0,0.0,0.0,0.0006099999999982231,4,128
0,60,0,0.0,0.0,0.0005509999999979698,3,128
0,50,0,0.0,0.0,0.000537000000001342,3,128
0,80,0,0.0,0.0,0.0005790000000018836,4,128
0,70,0,0.0,0.0,0.0005309999999987269,3,128
0,60,0,0.0,0.0,0.0005780000000008556,4,128
0,50,0,0.0,0.0,0.0005849999999973932,4,128
0,80,0,0.0,0.0,0.0005150000000000432,2,128
0,70,0,0.0,0.0,0.0006360000000000809,2,128
0,60,0,0.0,0.0,0.0006990000000008934,2,128
0,50,0,0.0,0.0,0.000460000000000349,2,128
0,80,0,0.0,0.0,0.0007540000000005875,3,256
0,70,0,0.0,0.0,0.000658999999998855,3,256
0,60,0,0.0,0.0,0.0005440000000014322,3,256
0,50,0,0.0,0.0,0.0005999999999986017,3,256
0,80,0,0.0,0.0,0.0007800000000024454,5,256
0,70,0,0.0,0.0,0.000610999999999251,5,256
0,60,0,0.0,0.0,0.000589000000001505,5,256
0,50,0,0.0,0.0,0.0008109999999987849,5,256
0,80,0,0.0,0.0,0.0006190000000003693,2,256
0,70,0,0.0,0.0,0.0006050000000001887,2,256
0,60,0,0.0,0.0,0.0005479999999984386,2,256
0,50,0,0.0,0.0,0.0005239999999986367,3,256
0,80,0,0.0,0.0,0.0006360000000000809,3,256
0,70,0,0.0,0.0,0.0005490000000030193,3,256
0,60,0,0.0,0.0,0.0005419999999993763,3,256
0,50,0,0.0,0.0,0.0010489999999983013,3,256
0,80,0,0.0,0.0,0.0007090000000005148,3,256
0,70,0,0.0,0.0,0.000565000000001703,3,256
0,60,0,0.0,0.0,0.0005449999999989075,3,256
0,50,0,0.0,0.0,0.0005399999999973204,3,256
0,80,0,0.0,0.0,0.0006140000000023349,5,256
0,70,0,0.0,0.0,0.0005949999999970146,4,256
0,60,0,0.0,0.0,0.000536000000000314,4,256
0,50,0,0.0,0.0,0.0005249999999996646,4,256
0,80,0,0.0,0.0,0.0006149999999998101,4,256
0,70,0,0.0,0.0,0.0006160000000008381,6,256
0,60,0,0.0,0.0,0.000537000000001342,6,256
0,50,0,0.0,0.0,0.0004860000000022069,5,256
0,80,0,0.0,0.0,0.0006190000000003693,6,256
0,70,0,0.0,0.0,0.000558999999999088,7,256
0,60,0,0.0,0.0,0.0005609999999975912,5,256
0,50,0,0.0,0.0,0.0004910000000002412,5,256
0,80,0,0.0,0.0,0.0006190000000003693,5,256
0,70,0,0.0,0.0,0.0005389999999998452,4,256
0,60,0,0.0,0.0,0.0005759999999987997,5,256
0,50,0,0.0,0.0,0.0006369999999975562,4,256
0,80,0,0.0,0.0,0.0006440000000011992,4,256
0,70,0,0.0,0.0,0.0005330000000007828,4,256
0,60,0,0.0,0.0,0.0005419999999993763,4,256
0,50,0,0.0,0.0,0.0005929999999985114,4,256
0,80,0,0.0,0.0,0.0006360000000000809,4,256
0,70,0,0.0,0.0,0.0005400000000008731,4,256
0,60,0,0.0,0.0,0.0005209999999991055,4,256
0,50,0,0.0,0.0,0.00051300000000154,4,256
0,80,0,0.0,0.0,0.0006529999999997926,5,256
0,70,0,0.0,0.0,0.0005859999999984211,4,256
0,60,0,0.0,0.0,0.0005029999999983659,3,256
0,50,0,0.0,0.0,0.0007029999999978997,3,256
0,80,0,0.0,0.0,0.0007350000000023726,3,256
0,70,0,0.0,0.0,0.0006239999999984036,3,256
0,60,0,0.0,0.0,0.0006249999999994316,2,256
0,50,0,0.0,0.0,0.0005190000000006023,2,256
0,80,0,0.0,0.0,0.0006629999999994141,5,256
0,70,0,0.0,0.0,0.0006170000000018661,5,256
0,60,0,0.0,0.0,0.0005400000000008731,4,256
0,50,0,0.0,0.0,0.00048699999999968213,4,256
0,80,0,0.0,0.0,0.0006020000000006576,2,256
0,70,0,0.0,0.0,0.0006030000000016855,2,256
0,60,0,0.0,0.0,0.0005270000000017205,4,256
0,50,0,0.0,0.0,0.0005540000000010536,4,256
0,80,0,0.0,0.0,0.00058299999999889,4,256
0,70,0,0.0,0.0,0.0005740000000002965,4,256
0,60,0,0.0,0.0,0.0005249999999996646,5,256
0,50,0,0.0,0.0,0.0005169999999985464,5,256
0,80,0,0.0,0.0,0.0005729999999992685,4,256
0,70,0,0.0,0.0,0.0005570000000005848,4,256
0,60,0,0.0,0.0,0.0005249999999996646,4,256
0,50,0,0.0,0.0,0.0005740000000002965,3,256
0,80,0,0.0,0.0,0.0006260000000004595,3,256
0,70,0,0.0,0.0,0.0006099999999982231,4,256
0,60,0,0.0,0.0,0.0005750000000013245,4,256
0,50,0,0.0,0.0,0.0006270000000014875,4,256
0,80,0,0.0,0.0,0.0006769999999995946,2,256
0,70,0,0.0,0.0,0.0006079999999997199,2,256
0,60,0,0.0,0.0,0.0004990000000013595,2,256
0,50,0,0.0,0.0,0.0005009999999998627,2,256
0,80,0,0.0,0.0,0.0006969999999988374,3,256
0,70,0,0.0,0.0,0.0006310000000020466,3,256
0,60,0,0.0,0.0,0.0005160000000010712,3,256
0,50,0,0.0,0.0,0.00047599999999903275,3,256
0,80,0,0.0,0.0,0.0006470000000007303,5,256
0,70,0,0.0,0.0,0.0006939999999993063,5,256
0,60,0,0.0,0.0,0.0006039999999991608,4,256
0,50,0,0.0,0.0,0.0007540000000005875,4,256
0,80,0,0.0,0.0,0.0006620000000019388,5,256
0,70,0,0.0,0.0,0.0006480000000017583,5,256
0,60,0,0.0,0.0,0.0006680000000010011,4,256
0,50,0,0.0,0.0,0.0006920000000008031,3,256
0,80,0,0.0,0.0,0.0005990000000011264,3,256
0,70,0,0.0,0.0,0.0006970000000023902,3,256
0,60,0,0.0,0.0,0.0005840000000034706,3,256
0,50,0,0.0,0.0,0.0006580000000013797,3,256
0,80,0,0.0,0.0,0.0006249999999994316,3,256
0,70,0,0.0,0.0,0.0006219999999999004,4,256
0,60,0,0.0,0.0,0.0007009999999993966,4,256
0,50,0,0.0,0.0,0.0007269999999977017,4,256
0,80,0,0.0,0.0,0.0006330000000005498,3,256
0,70,0,0.0,0.0,0.0011870000000016034,3,256
0,60,0,0.0,0.0,0.0015169999999997685,3,256
0,50,0,0.0,0.0,0.0008650000000010039,3,256
0,80,0,0.0,0.0,0.0006470000000007303,4,256
0,70,0,0.0,0.0,0.0006810000000001537,4,256
0,60,0,0.0,0.0,0.0006860000000017408,4,256
0,50,0,0.0,0.0,0.0005459999999999354,4,256
0,80,0,0.0,0.0,0.0013640000000023633,7,256
0,70,0,0.0,0.0,0.000786999999998983,5,256
0,60,0,0.0,0.0,0.0005850000000009459,4,256
0,50,0,0.0,0.0,0.0008280000000020493,4,256
0,80,0,0.0,0.0,0.000814999999999344,6,256
0,70,0,0.0,0.0,0.0010430000000027917,6,256
0,60,0,0.0,0.0,0.0006169999999983133,4,256
0,50,0,0.0,0.0,0.0009480000000010591,4,256
0,80,0,0.0,0.0,0.0005980000000000985,3,256
0,70,0,0.0,0.0,0.0008470000000002642,3,256
0,60,0,0.0,0.0,0.0006260000000004595,3,256
0,50,0,0.0,0.0,0.000588000000000477,3,256
0,80,0,0.0,0.0,0.0006310000000020466,4,256
0,70,0,0.0,0.0,0.0005929999999985114,4,256
0,60,0,0.0,0.0,0.0005779999999973029,4,256
0,50,0,0.0,0.0,0.0007049999999999557,4,256
0,80,0,0.0,0.0,0.0012249999999980332,7,512
0,70,0,0.0,0.0,0.000846000000002789,4,512
0,60,0,0.0,0.0,0.0007359999999998479,4,512
0,50,0,0.0,0.0,0.0009289999999992915,4,512
0,80,0,0.0,0.0,0.0008540000000003545,3,512
0,70,0,0.0,0.0,0.0008649999999974511,4,512
0,60,0,0.0,0.0,0.0008400000000001739,3,512
0,50,0,0.0,0.0,0.0009339999999973259,3,512
0,80,0,0.0,0.0,0.0011330000000029372,5,512
0,70,0,0.0,0.0,0.0008189999999999031,5,512
0,60,0,0.0,0.0,0.0007880000000000109,5,512
0,50,0,0.0,0.0,0.0009519999999980655,4,512
0,80,0,0.0,0.0,0.000914999999999111,5,512
0,70,0,0.0,0.0,0.0008109999999987849,4,512
0,60,0,0.0,0.0,0.0007269999999977017,4,512
0,50,0,0.0,0.0,0.0008550000000013824,3,512
0,80,0,0.0,0.0,0.0011009999999984643,5,512
0,70,0,0.0,0.0,0.0008709999999965135,6,512
0,60,0,0.0,0.0,0.0008040000000022474,5,512
0,50,0,0.0,0.0,0.0006709999999969796,4,512
0,80,0,0.0,0.0,0.0008029999999976667,3,512
0,70,0,0.0,0.0,0.0007950000000036539,3,512
0,60,0,0.0,0.0,0.0007120000000000459,4,512
0,50,0,0.0,0.0,0.0006479999999982056,2,512
0,80,0,0.0,0.0,0.0012600000000020373,2,512
0,70,0,0.0,0.0,0.0007959999999940237,2,512
0,60,0,0.0,0.0,0.0008359999999996148,2,512
0,50,0,0.0,0.0,0.0006510000000048421,2,512
0,80,0,0.0,0.0,0.0008580000000009136,4,512
0,70,0,0.0,0.0,0.0011060000000000514,4,512
0,60,0,0.0,0.0,0.0007100000000050954,4,512
0,50,0,0.0,0.0,0.0006730000000061409,4,512
0,80,0,0.0,0.0,0.0008559999999988577,5,512
0,70,0,0.0,0.0,0.0008139999999983161,6,512
0,60,0,0.0,0.0,0.0007610000000042305,5,512
0,50,0,0.0,0.0,0.000717000000001633,4,512
0,80,0,0.0,0.0,0.000816000000000372,4,512
